,date,time,tweet,processed_tweet,sentiment,basic_keywords
535,2023-09-16,20:21:53,"Entren a ajustes de la app , borren el cache y funciona",entren ajust app borr cach funcion,Neutral,"['entren', 'ajust', 'app', 'borr', 'cach', 'funcion']"
536,2023-09-16,05:17:38,Esto me funcionó a mi,funcion,Neutral,['funcion']
537,2023-09-16,04:56:18,Muchas gracias Hey! Ya quedó resuelto. 👌👌👌,much graci hey qued resuelt,Neutral,"['much', 'graci', 'hey', 'qued', 'resuelt']"
538,2023-09-16,03:28:28,Gracias ! Lo intentare 😁,graci intentar,Neutral,"['graci', 'intentar']"
539,2023-09-17,23:18:02,Gracias! También me funcionó reiniciando 🙌,graci tambi funcion reinici,Neutral,"['graci', 'tambi', 'funcion', 'reinici']"
540,2023-09-17,15:24:56,"Ya qiedo resuelto, muchas gracias!",qied resuelt much graci,Neutral,"['qied', 'resuelt', 'much', 'graci']"
541,2023-09-18,22:22:18,Funcionó gracias. Mejor que la cuenta oficial,funcion graci mejor cuent oficial,Neutral,"['funcion', 'graci', 'mejor', 'cuent', 'oficial']"
542,2023-09-18,18:10:10,"Muchas gracias por la información, me sirvió para poder acceder a la aplicación, deberían publicar la solución en sus redes para que otros usuarios puedan solucionarlo",much graci inform sirvi pod acced aplic deberi public solucion red usuari pued solucion,Neutral,"['much', 'graci', 'inform', 'sirvi', 'pod', 'acced', 'aplic', 'deberi', 'public', 'solucion', 'red', 'usuari', 'pued', 'solucion']"
543,2023-09-19,18:10:58,Confirmo hoy 19 de septiembre que funciona.. muchas gracias,confirm hoy septiembr funcion much graci,Neutral,"['confirm', 'hoy', 'septiembr', 'funcion', 'much', 'graci']"
544,2023-09-19,17:56:50,"La colonia más bonita y cool de todo Latinoamérica te está esperando, descubre con Jonnah Moreno sus increíbles recintos y disfruta de su increíble belleza. HeyBanco HeyMedia HeydeLocal Guadalajara",coloni mas bonit cool latinoamer esper descubr jonnah moren increibl recint disfrut increibl bellez heybanc heymedi heydelocal guadalaj,Positivo,"['coloni', 'mas', 'bonit', 'cool', 'latinoamer', 'esper', 'descubr', 'jonnah', 'moren', 'increibl', 'recint', 'disfrut', 'increibl', 'bellez', 'heybanc', 'heymedi', 'heydelocal', 'guadalaj']"
545,2023-09-19,17:55:31,"El lugar perfecto para sentae a trabajar mientras te tomas un delicioso café... para después ir por una joya de la literatura, de segunda mano. Descubre con Jonnah Moreno los lugares secretos de la colonia Americana. HeyBanco HeyMedia HeydeLocal Guadalajara",lug perfect senta trabaj mientr tom delici caf despu ir joy literatur segund man descubr jonnah moren lugar secret coloni american heybanc heymedi heydelocal guadalaj,Positivo,"['lug', 'perfect', 'senta', 'trabaj', 'mientr', 'tom', 'delici', 'caf', 'despu', 'ir', 'joy', 'literatur', 'segund', 'man', 'descubr', 'jonnah', 'moren', 'lugar', 'secret', 'coloni', 'american', 'heybanc', 'heymedi', 'heydelocal', 'guadalaj']"
546,2023-09-19,17:52:22,"Entre cafeterías, una arquitectura única y bonitos pisos, Jonnah Moreno nos muestra la cara más apacible de la colonia Americana, que es considerada la más bonita en todo Latinoamérica. HeyBanco HeyMedia HeydeLocal Guadalajara",cafeteri arquitectur unic bonit pis jonnah moren muestr car mas apac coloni american consider mas bonit latinoamer heybanc heymedi heydelocal guadalaj,Neutral,"['cafeteri', 'arquitectur', 'unic', 'bonit', 'pis', 'jonnah', 'moren', 'muestr', 'car', 'mas', 'apac', 'coloni', 'american', 'consider', 'mas', 'bonit', 'latinoamer', 'heybanc', 'heymedi', 'heydelocal', 'guadalaj']"
547,2023-09-19,16:43:55,"Muchas gracias ahora sí, por mandar la actualización v10.39.2 de la app de Android. La aplicación funciona nuevamente, tras 5 días que estuvo muea para varios de nosotros. Gracias",much graci ahor si mand actualiz v app andro aplic funcion nuev tras dias mue vari graci,Neutral,"['much', 'graci', 'ahor', 'si', 'mand', 'actualiz', 'v', 'app', 'andro', 'aplic', 'funcion', 'nuev', 'tras', 'dias', 'mue', 'vari', 'graci']"
548,2023-09-19,05:21:53,"Exacto, en el 10.39.0 está todo normal.",exact normal,Neutral,"['exact', 'normal']"
549,2023-09-20,22:28:33,Listo! Muchas gracias! :),list much graci,Neutral,"['list', 'much', 'graci']"
550,2023-09-20,20:42:03,Ya hoy se restableció la aplicación gracias,hoy restableci aplic graci,Neutral,"['hoy', 'restableci', 'aplic', 'graci']"
551,2023-09-20,02:42:16,"X3. A las 12 sin problema, y uno desde las 6 y nada",x problem,Negativo,"['x', 'problem']"
552,2023-09-20,02:09:44,"Gracias por la respuesta, pude habilitar mi app",graci respuest pud habilit app,Neutral,"['graci', 'respuest', 'pud', 'habilit', 'app']"
553,2023-09-22,22:00:52,"A mi nunca me ha fallado, al contrario es de las más estables.",nunc fall contrari mas establ,Neutral,"['nunc', 'fall', 'contrari', 'mas', 'establ']"
554,2023-09-23,17:15:22,"Gracias, no debería ser información privada, es para que ustedes mejoren. Saludos.",graci deberi ser inform priv usted mejor salud,Neutral,"['graci', 'deberi', 'ser', 'inform', 'priv', 'usted', 'mejor', 'salud']"
555,2023-09-24,15:49:15,cómo puedo pedir otra tarjeta sin perder mis datos anteriores. Gracias,pued ped tarjet perd dat anterior graci,Neutral,"['pued', 'ped', 'tarjet', 'perd', 'dat', 'anterior', 'graci']"
556,2023-09-26,23:06:29,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?,siempr recomend llev mes tarjet regres banamex ser solucion,Neutral,"['siempr', 'recomend', 'llev', 'mes', 'tarjet', 'regres', 'banamex', 'ser', 'solucion']"
557,2023-09-26,22:30:41,"Hola, solo para agradecer públicamente la atención recibida en su momento, y mencionar que ya recibí todos los productos solicitado de su tienda de Hey Shop. Muchas gracias.",hol sol agradec public atencion recib moment mencion recibi product solicit tiend hey shop much graci,Neutral,"['hol', 'sol', 'agradec', 'public', 'atencion', 'recib', 'moment', 'mencion', 'recibi', 'product', 'solicit', 'tiend', 'hey', 'shop', 'much', 'graci']"
558,2023-09-26,18:47:23,Ya lo envie,envi,Neutral,['envi']
559,2023-09-27,19:00:56,"Muchas gracias, los amo. 😭🫶🏽",much graci amo,Neutral,"['much', 'graci', 'amo']"
560,2023-09-28,00:50:29,"increíble que a estas alturas tengas que ir a activar tu netkey “móvil” a una sucursal cuando cambias de teléfono. Tienen mucho que aprender de que sin comprometer tu seguridad, lo hacen simple y rápido desde la misma app.",increibl altur ir activ netkey movil sucursal cambi telefon aprend compromet segur hac simpl rap mism app,Neutral,"['increibl', 'altur', 'ir', 'activ', 'netkey', 'movil', 'sucursal', 'cambi', 'telefon', 'aprend', 'compromet', 'segur', 'hac', 'simpl', 'rap', 'mism', 'app']"
561,2023-09-30,05:35:34,Yo sigo pensando que es un gran producto,sig pens gran product,Neutral,"['sig', 'pens', 'gran', 'product']"
562,2023-10-02,19:50:21,Gracias,graci,Neutral,['graci']
563,2023-10-03,23:23:14,Yo también quiero 🫣,tambi quier,Neutral,"['tambi', 'quier']"
564,2023-10-03,18:33:09,"Gracias, les acabo de escribir.",graci acab escrib,Neutral,"['graci', 'acab', 'escrib']"
565,2023-10-05,16:30:02,"Tengo la de que es de banco Azteca y si esta muy bien, la de también esta padre y la de esas manejo",banc aztec si bien tambi padr manej,Neutral,"['banc', 'aztec', 'si', 'bien', 'tambi', 'padr', 'manej']"
566,2023-10-06,21:54:50,"En hora buena Jorge, tú eres una persona muy reconocida en el gremio mielero y tu reputación vale.",hor buen jorg person reconoc gremi mieler reput val,Neutral,"['hor', 'buen', 'jorg', 'person', 'reconoc', 'gremi', 'mieler', 'reput', 'val']"
567,2023-10-11,03:04:58,👀 Órale qué cool. ofrece información sobre finanzas personales dentro de la aplicación. 🤩 Habrá que darle una opounidad al podcast,oral cool ofrec inform finanz personal dentr aplic habr darl opoun podcast,Positivo,"['oral', 'cool', 'ofrec', 'inform', 'finanz', 'personal', 'dentr', 'aplic', 'habr', 'darl', 'opoun', 'podcast']"
568,2023-10-12,05:36:25,"Ganeee! Si quieres ser pae de esta fiebre Hey, te puedo referir. Gracias",ganee si quier ser pae fiebr hey pued refer graci,Neutral,"['ganee', 'si', 'quier', 'ser', 'pae', 'fiebr', 'hey', 'pued', 'refer', 'graci']"
569,2023-10-13,16:37:56,"Gracias, volví a llamar y fue rapido",graci volvi llam rap,Neutral,"['graci', 'volvi', 'llam', 'rap']"
570,2023-10-13,04:04:23,😮‍💨 5 estrellas al sopoe de ya se saben el dúo dinámico ☺️☺️,estrell sopo sab duo dinam,Neutral,"['estrell', 'sopo', 'sab', 'duo', 'dinam']"
571,2023-10-14,22:34:37,Quedo en espera. Gracias,qued esper graci,Neutral,"['qued', 'esper', 'graci']"
572,2023-10-14,11:56:33,Felicidades a todos los que hicieron esto posible,felic hic posibl,Neutral,"['felic', 'hic', 'posibl']"
573,2023-10-16,01:22:55,Muchas gracias,much graci,Neutral,"['much', 'graci']"
574,2023-10-17,18:13:26,"Procedo, gracias por el apoyo",proced graci apoy,Neutral,"['proced', 'graci', 'apoy']"
575,2023-10-18,12:23:13,Recibí ayuda de fredhack88 en Telegram. Me ayudó a recuperar mi cuenta y habilitar la autenticación de dos factores en la cuenta. Estoy realmente impresionado. También te ayudará con tus problemas de piratería.,recibi ayud fredhack telegram ayud recuper cuent habilit autent dos factor cuent realment impresion tambi ayud problem pirateri,Negativo,"['recibi', 'ayud', 'fredhack', 'telegram', 'ayud', 'recuper', 'cuent', 'habilit', 'autent', 'dos', 'factor', 'cuent', 'realment', 'impresion', 'tambi', 'ayud', 'problem', 'pirateri']"
576,2023-10-19,07:14:39,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos f…",graci conoci use hoy dej definit mio si recom banc f,Neutral,"['graci', 'conoci', 'use', 'hoy', 'dej', 'definit', 'mio', 'si', 'recom', 'banc', 'f']"
577,2023-10-20,23:13:05,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…",vam sorprend fans quer dar mas punt elev experient,Neutral,"['vam', 'sorprend', 'fans', 'quer', 'dar', 'mas', 'punt', 'elev', 'experient']"
578,2023-10-21,03:46:33,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…",vam sorprend fans quer dar mas punt elev experient,Neutral,"['vam', 'sorprend', 'fans', 'quer', 'dar', 'mas', 'punt', 'elev', 'experient']"
579,2023-10-21,02:21:31,11% la inversión y con eso!,inversion,Neutral,['inversion']
580,2023-10-22,03:12:45,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…",vam sorprend fans quer dar mas punt elev experient,Neutral,"['vam', 'sorprend', 'fans', 'quer', 'dar', 'mas', 'punt', 'elev', 'experient']"
581,2023-10-23,19:55:44,Se va a poner bueno con heybanco,va pon buen heybanc,Neutral,"['va', 'pon', 'buen', 'heybanc']"
582,2023-10-23,03:32:06,"Estamos igual, también me sorprendí",igual tambi sorprendi,Neutral,"['igual', 'tambi', 'sorprendi']"
583,2023-10-23,03:23:34,Yo también!,tambi,Neutral,['tambi']
584,2023-10-24,21:07:14,Nos deberían sorprender con app funcional. Todos los dias hay que estar borrando e instalando. Dura un acceso útil.,deberi sorprend app funcional dias borr instal dur acces util,Neutral,"['deberi', 'sorprend', 'app', 'funcional', 'dias', 'borr', 'instal', 'dur', 'acces', 'util']"
585,2023-10-24,19:44:21,Listo enviado,list envi,Neutral,"['list', 'envi']"
586,2023-10-24,08:53:57,"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…",vam sorprend fans quer dar mas punt elev experient,Neutral,"['vam', 'sorprend', 'fans', 'quer', 'dar', 'mas', 'punt', 'elev', 'experient']"
587,2023-10-25,23:43:33,"Muy buena , esta vez hey se equivocó, decía ser diferente a los bancos normales e incluso puede que apair…",buen vez hey equivoc deci ser diferent banc normal inclus pued apa,Neutral,"['buen', 'vez', 'hey', 'equivoc', 'deci', 'ser', 'diferent', 'banc', 'normal', 'inclus', 'pued', 'apa']"
588,2023-10-25,23:19:19,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶,buen tiemp ahor tarjet ira cajon nunc,Neutral,"['buen', 'tiemp', 'ahor', 'tarjet', 'ira', 'cajon', 'nunc']"
589,2023-10-25,22:15:53,es muy buena opción.,buen opcion,Neutral,"['buen', 'opcion']"
590,2023-10-25,21:43:42,"Bueno, toda historia tiene un final. Adiós",buen tod histori final adi,Neutral,"['buen', 'tod', 'histori', 'final', 'adi']"
591,2023-10-25,21:36:59,"La tarjeta plata trae buen cashback, deberías darle una revisada",tarjet plat tra buen cashback deberi darl revis,Neutral,"['tarjet', 'plat', 'tra', 'buen', 'cashback', 'deberi', 'darl', 'revis']"
592,2023-10-26,20:20:52,"¿SPA para los Hospitality? Bueno, siempre se agradece un masajito para aguantar los 3 días de festival ¡Checa los beneficios de cada abono! 🎟️🦁🔥 Mañana prevents exclusiva por TecatePalNoe 💖",spa hospitality buen siempr agradec masajit aguant dias festival chec benefici cad abon manan prevents exclus tecatepalno,Positivo,"['spa', 'hospitality', 'buen', 'siempr', 'agradec', 'masajit', 'aguant', 'dias', 'festival', 'chec', 'benefici', 'cad', 'abon', 'manan', 'prevents', 'exclus', 'tecatepalno']"
593,2023-10-26,19:36:54,Gracias! Les envíe otra duda.,graci envi dud,Negativo,"['graci', 'envi', 'dud']"
594,2023-10-26,18:51:17,"Ok, estaré al pendiente, gracias",ok estar pendient graci,Positivo,"['ok', 'estar', 'pendient', 'graci']"
595,2023-10-27,20:52:45,"Gracias por mis ultimas recompensas, adios vaquero, fue bueno mientras duró",graci ultim recompens adi vaquer buen mientr dur,Neutral,"['graci', 'ultim', 'recompens', 'adi', 'vaquer', 'buen', 'mientr', 'dur']"
596,2023-10-27,20:52:13,Mañana los compramos!!! 🫶🙌🏻🙌🏻,manan compr,Neutral,"['manan', 'compr']"
597,2023-10-27,20:19:11,🦁 ¡Gracias! La Venta Exclusiva HeyBanco está AGOTADA en su totalidad 🎫 🫵🏻 La venta libre de Boleto Tempranero para 2024 tendrá lugar mañana 28 de octubre a pair de las 14:00 hrs.,graci vent exclus heybanc agot total vent libr bolet tempraner tendr lug manan octubr pair hrs,Neutral,"['graci', 'vent', 'exclus', 'heybanc', 'agot', 'total', 'vent', 'libr', 'bolet', 'tempraner', 'tendr', 'lug', 'manan', 'octubr', 'pair', 'hrs']"
598,2023-10-27,20:08:25,Gracias Gracias venta tempranera 🤍 Tqm,graci graci vent tempraner tqm,Neutral,"['graci', 'graci', 'vent', 'tempraner', 'tqm']"
599,2023-10-27,19:47:04,⭐️⭐️Tecate Pa'l Noe 2024!!!⭐️⭐️ 🚨Si tienen Hey Banco aprovechen hoy porque hay buenos descuentos en el abono Tempranero!…,tecat pal noe si hey banc aprovech hoy buen descuent abon tempraner,Neutral,"['tecat', 'pal', 'noe', 'si', 'hey', 'banc', 'aprovech', 'hoy', 'buen', 'descuent', 'abon', 'tempraner']"
600,2023-10-27,18:44:33,¡Muchas gracias por tu confianza! 😀🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰🤩 ¡TE QUEREMOS!❤️,much graci confianz felic form pae famili klar quer,Neutral,"['much', 'graci', 'confianz', 'felic', 'form', 'pae', 'famili', 'klar', 'quer']"
601,2023-10-27,18:10:40,Sería lo más adecuado después de lo que costo por lo menos 6 meses de prueba como lo hacía Scotia con su tarjeta ideal ya después decides.,seri mas adecu despu cost men mes prueb haci scoti tarjet ideal despu decid,Positivo,"['seri', 'mas', 'adecu', 'despu', 'cost', 'men', 'mes', 'prueb', 'haci', 'scoti', 'tarjet', 'ideal', 'despu', 'decid']"
602,2023-10-28,20:57:12,"Gracias, sigan con esas propuestas tan inovadoras que seguramente atraerán millones de clientes y marcarán un antes y un después de la banca en México. De seguro las felicitaciones no paran por eso hasta bloquearon sus redes sociales. Son unos genios! No se cansan de ganar tanto?",graci sig propuest tan inov segur atraer millon client marc despu banc mexic segur felicit par bloqu red social geni cans gan,Neutral,"['graci', 'sig', 'propuest', 'tan', 'inov', 'segur', 'atraer', 'millon', 'client', 'marc', 'despu', 'banc', 'mexic', 'segur', 'felicit', 'par', 'bloqu', 'red', 'social', 'geni', 'cans', 'gan']"
603,2023-10-28,18:56:45,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶,buen tiemp ahor tarjet ira cajon nunc,Neutral,"['buen', 'tiemp', 'ahor', 'tarjet', 'ira', 'cajon', 'nunc']"
604,2023-10-28,18:50:44,adquirí la membresía mega Fan porque me salió que un beneficio era una venta exclusiva de Tecate…,adquiri membresi meg fan sali benefici vent exclus tecat,Positivo,"['adquiri', 'membresi', 'meg', 'fan', 'sali', 'benefici', 'vent', 'exclus', 'tecat']"
605,2023-10-28,18:50:27,Ya cayó la actualización gracias,cay actualiz graci,Neutral,"['cay', 'actualiz', 'graci']"
606,2023-10-28,18:44:10,Padrísimas las nuevas membresías de encontré una que se ajusta a mis necesidades y ya la contraté. Les recomiendo q…,padrisim nuev membresi encontr ajust neces contrat recom q,Neutral,"['padrisim', 'nuev', 'membresi', 'encontr', 'ajust', 'neces', 'contrat', 'recom', 'q']"
607,2023-10-28,15:39:01,"A mí ya me depositaron, la verdad estoy contento con sus servicios, espero recapaciten y re valoren sus decisiones",deposit verd content servici esper recapacit re valor decision,Neutral,"['deposit', 'verd', 'content', 'servici', 'esper', 'recapacit', 're', 'valor', 'decision']"
608,2023-10-28,14:40:52,Es correcto,correct,Neutral,['correct']
609,2023-10-28,13:35:53,Esto de me parece tipo las gasolinaras VIP,parec tip gasolin vip,Positivo,"['parec', 'tip', 'gasolin', 'vip']"
610,2023-10-28,13:07:09,Antes que nada bienvenido a Ualá. Gracias por el feedback. Es muy constructivo. Varios de esos temas se resuelven en los próximos updates. Mudarse a una arquitectura 100% bancaria no ha sido fácil y eso afecta cieos procesos. Ya viene lo mejor. Gracias desde ya.,bienven ual graci feedback construct vari tem resuelv prox updat mud arquitectur bancari sid facil afect cie proces vien mejor graci,Neutral,"['bienven', 'ual', 'graci', 'feedback', 'construct', 'vari', 'tem', 'resuelv', 'prox', 'updat', 'mud', 'arquitectur', 'bancari', 'sid', 'facil', 'afect', 'cie', 'proces', 'vien', 'mejor', 'graci']"
611,2023-10-28,01:13:56,"Gracias ya pude comunicarme y creo si se solucionó mi problema, gracias 🙌",graci pud comunic cre si solucion problem graci,Negativo,"['graci', 'pud', 'comunic', 'cre', 'si', 'solucion', 'problem', 'graci']"
612,2023-10-29,02:17:34,Buena publicidad 👇,buen public,Neutral,"['buen', 'public']"
613,2023-10-30,23:34:34,"¿Eres un estudiante y tienes una idea brillante? 💡 ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…",estudi ide brillant ret emprend hey esper paicip gan,Neutral,"['estudi', 'ide', 'brillant', 'ret', 'emprend', 'hey', 'esper', 'paicip', 'gan']"
614,2023-10-30,21:59:22,Muchas gracias 🥰,much graci,Neutral,"['much', 'graci']"
615,2023-10-30,21:49:32,Ahorita mismo les mando correo y número telefónico para contacto.,ahorit mism mand corre numer telefon contact,Neutral,"['ahorit', 'mism', 'mand', 'corre', 'numer', 'telefon', 'contact']"
616,2023-10-30,19:03:02,Dale gracias a,dal graci,Neutral,"['dal', 'graci']"
617,2023-10-30,16:28:53,Checa creo que tiene mucho potencial!,chec cre potencial,Neutral,"['chec', 'cre', 'potencial']"
618,2023-10-31,22:23:42,"Bien hecho, ya mero te alcanzo. 🤷🏽‍♂️",bien hech mer alcanz,Neutral,"['bien', 'hech', 'mer', 'alcanz']"
619,2023-10-31,21:13:51,¡Muchas gracias por tu confianza! 😀 🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰 🤩,much graci confianz felic form pae famili klar,Neutral,"['much', 'graci', 'confianz', 'felic', 'form', 'pae', 'famili', 'klar']"
620,2023-10-31,18:51:34,"Lo verdaderamente interesante de heybanco es su herramienta de inversión y, en lo personal, sería para lo único que tengo la tarjeta y que pagaría por el plan. Según el plan que pagues y si dejas el dinero 7 o 28 días te pueden dar el 9%, 10%, 11% o 12% de interés anual.",verdader interes heybanc herramient inversion personal seri unic tarjet pagari plan segun plan pag si dej diner dias pued dar inter anual,Neutral,"['verdader', 'interes', 'heybanc', 'herramient', 'inversion', 'personal', 'seri', 'unic', 'tarjet', 'pagari', 'plan', 'segun', 'plan', 'pag', 'si', 'dej', 'diner', 'dias', 'pued', 'dar', 'inter', 'anual']"
621,2023-10-31,18:05:15,Ya están todos mis ahorros contigo! gracias,estan ahorr contig graci,Neutral,"['estan', 'ahorr', 'contig', 'graci']"
622,2023-10-31,18:01:11,"Gracias, como siempre super atentos y efectividad en resolver dudas.",graci siempr sup atent efect resolv dud,Negativo,"['graci', 'siempr', 'sup', 'atent', 'efect', 'resolv', 'dud']"
623,2023-10-31,17:44:55,Gracias por la respuesta ya conteste por DM saludos,graci respuest contest dm salud,Neutral,"['graci', 'respuest', 'contest', 'dm', 'salud']"
624,2023-10-31,15:53:03,¡Estamos para servie!,servi,Neutral,['servi']
625,2023-10-31,14:25:33,"¿Eres un estudiante y tienes una idea brillante? 💡 ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…",estudi ide brillant ret emprend hey esper paicip gan,Neutral,"['estudi', 'ide', 'brillant', 'ret', 'emprend', 'hey', 'esper', 'paicip', 'gan']"
626,2023-10-31,03:59:10,"Uf! Que buena idea, ¿No, Que nos pague en Hey Coins.",uf buen ide pag hey coins,Neutral,"['uf', 'buen', 'ide', 'pag', 'hey', 'coins']"
627,2023-10-31,03:53:34,"Mejor que anualidad, mensualidad 😏",mejor anual mensual,Neutral,"['mejor', 'anual', 'mensual']"
628,2023-11-01,19:33:12,Bien merecido 🫠,bien merec,Neutral,"['bien', 'merec']"
629,2023-11-01,02:16:06,Me encanta la publicidad de la competencia,encant public competent,Positivo,"['encant', 'public', 'competent']"
630,2023-11-02,03:53:49,INVEX!! El acelerador conviene muchísimo si le gastas de 10k para arriba al mes. Este año llevo como 4 mil en vuelos y muchas tarjetitas de uber y starbies.,invex aceler convien muchisim si gast k arrib mes ano llev mil vuel much tarjetit uber starbi,Neutral,"['invex', 'aceler', 'convien', 'muchisim', 'si', 'gast', 'k', 'arrib', 'mes', 'ano', 'llev', 'mil', 'vuel', 'much', 'tarjetit', 'uber', 'starbi']"
631,2023-11-02,01:00:57,"Después de ver está entrevista, creo que es una excelente opción",despu ver entrev cre excelent opcion,Neutral,"['despu', 'ver', 'entrev', 'cre', 'excelent', 'opcion']"
632,2023-11-02,00:57:59,este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!,tweet sol agradec rapidez resolv carg reconoc necesit urgent diner rob tarjet usted ayud sol dias tambi cos buen deberi comp graci hey banc,Negativo,"['tweet', 'sol', 'agradec', 'rapidez', 'resolv', 'carg', 'reconoc', 'necesit', 'urgent', 'diner', 'rob', 'tarjet', 'usted', 'ayud', 'sol', 'dias', 'tambi', 'cos', 'buen', 'deberi', 'comp', 'graci', 'hey', 'banc']"
633,2023-11-02,00:50:37,"Ya reflexioné, creo que están bien las membresías de",reflexion cre estan bien membresi,Neutral,"['reflexion', 'cre', 'estan', 'bien', 'membresi']"
634,2023-11-02,00:14:08,En unos meses se fue lo que lograron en años... Felicidades,mes logr anos felic,Neutral,"['mes', 'logr', 'anos', 'felic']"
635,2023-11-02,00:08:41,Esta es la mejor idea para sus clientes,mejor ide client,Neutral,"['mejor', 'ide', 'client']"
636,2023-11-03,19:42:24,"La verdad son muy buenos contra fraudes o cosas así, los demás bancos se mega desentienden, a mí me han hecho todos los paros de la vida.",verd buen fraud cos asi dem banc meg desentiend hech par vid,Negativo,"['verd', 'buen', 'fraud', 'cos', 'asi', 'dem', 'banc', 'meg', 'desentiend', 'hech', 'par', 'vid']"
637,2023-11-03,19:14:00,"Sí vi que además traen primo del bono y el primer año sin anualidad, que es lo que me da codoo. Y luego la edición de la tarjeta rosa 🥲. Ya considerando seriamente.",si vi adem tra prim bon prim ano anual da codo lueg edicion tarjet ros consider seri,Neutral,"['si', 'vi', 'adem', 'tra', 'prim', 'bon', 'prim', 'ano', 'anual', 'da', 'codo', 'lueg', 'edicion', 'tarjet', 'ros', 'consider', 'seri']"
638,2023-11-03,18:35:36,"Yo amo con todo mi ser la Amex, la verdad siento que ninguna otra te tratan tan bien, está cara la anualidad pero sí vale toda la pena por la seguridad que te ofrecen.",amo ser amex verd sient ningun trat tan bien car anual si val tod pen segur ofrec,Neutral,"['amo', 'ser', 'amex', 'verd', 'sient', 'ningun', 'trat', 'tan', 'bien', 'car', 'anual', 'si', 'val', 'tod', 'pen', 'segur', 'ofrec']"
639,2023-11-03,18:12:46,"Gracias, novio, un saludo hasta allá.",graci novi salud alla,Neutral,"['graci', 'novi', 'salud', 'alla']"
640,2023-11-04,05:06:01,Gracias Mandiii,graci mandiii,Neutral,"['graci', 'mandiii']"
641,2023-11-07,18:45:40,"Same, ya mejor regresé a Banoe y HeyBanco solo para compras de “riesgo”.",sam mejor regres bano heybanc sol compr riesg,Neutral,"['sam', 'mejor', 'regres', 'bano', 'heybanc', 'sol', 'compr', 'riesg']"
642,2023-11-08,22:57:26,Vamos muy bien con heybanco 👍🏾,vam bien heybanc,Neutral,"['vam', 'bien', 'heybanc']"
643,2023-11-08,17:43:43,Muy amables muchas gracias.,amabl much graci,Neutral,"['amabl', 'much', 'graci']"
644,2023-11-08,16:06:38,"Listo, lo hice en la madrugada, gracias!!",list hic madrug graci,Neutral,"['list', 'hic', 'madrug', 'graci']"
645,2023-11-08,13:58:57,Excelente noticia!!! El 15% está genial y sin necesidad de pagar membresías absurdas ahora sí tendrá mucho de que arrepentirse,excelent notici genial neces pag membresi absurd ahor si tendr arrepent,Positivo,"['excelent', 'notici', 'genial', 'neces', 'pag', 'membresi', 'absurd', 'ahor', 'si', 'tendr', 'arrepent']"
646,2023-11-09,17:35:17,defiéndete !!!🖤,defiendet,Neutral,['defiendet']
647,2023-11-09,07:54:23,bajó el rendimiento de la inversión mientras que la subió. Todo perfectamente equilibrado,baj rendimient inversion mientr subi perfect equilibr,Positivo,"['baj', 'rendimient', 'inversion', 'mientr', 'subi', 'perfect', 'equilibr']"
648,2023-11-10,23:36:40,Hey sigues siendo cliente de Saludos!,hey sig siend client salud,Neutral,"['hey', 'sig', 'siend', 'client', 'salud']"
649,2023-11-10,21:16:19,recomendada,recomend,Neutral,['recomend']
650,2023-11-10,21:15:29,"Hazlo, es una excelente opción. Yo tengo con ellos 3 años",hazl excelent opcion anos,Neutral,"['hazl', 'excelent', 'opcion', 'anos']"
651,2023-11-10,03:27:47,"Sí, es venganza",si venganz,Neutral,"['si', 'venganz']"
652,2023-11-11,01:11:31,Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.,leccion perr quier cobr usted dan sol ser client sol falt cashback van volv ser tarjet prefer,Neutral,"['leccion', 'perr', 'quier', 'cobr', 'usted', 'dan', 'sol', 'ser', 'client', 'sol', 'falt', 'cashback', 'van', 'volv', 'ser', 'tarjet', 'prefer']"
